Date,year,Quarter,Month,Product_id,Product_name,Category,Region,Sales_units,Sales_amount,Revenue,Cost,Expenses,Profit,Profit_margin,Customer_count,New_customers,Repeat_customer,Ave_order_value,Discount_Amount,profit,profit_margin
2023-04-11,2023,Q2,Apr,P1004,Headphones,Accessories,East,92,188324,210135,120958.3,37491.57,51685.13,24.6,2087,675,1412,100.69,1433,51685.13,24.5961548528327
2022-08-03,2022,Q3,Aug,P1003,Tablet,Electronics,South,108,129492,153849,109789.2,30047.48,14012.31,9.11,1598,499,1099,96.28,6602,14012.320000000003,9.10783950496916
2021-03-28,2021,Q1,Mar,P1004,Headphones,Accessories,North,287,447720,458478,252716.5,56329.04,149432.5,32.59,1050,561,489,436.65,5863,149432.46,32.59315823223797
2023-10-26,2023,Q4,Oct,P1005,Smartwatch,Accessories,West,541,1040343,1051613,725999.0,100610.8,225003.2,21.4,272,134,138,3866.22,2642,225003.2,21.396007846993147
2024-08-17,2024,Q3,Aug,P1005,Smartwatch,Accessories,East,122,235826,260004,180252.4,38281.12,41470.47,15.95,447,155,292,581.66,5413,41470.48,15.94993923170413
2020-06-12,2020,Q2,Jun,P1003,Tablet,Electronics,North,550,603350,626146,417325.4,92859.92,115960.7,18.52,1704,752,952,367.46,3580,115960.67999999998,18.519750984594644
2024-10-21,2024,Q4,Oct,P1004,Headphones,Accessories,North,509,1047522,1064405,730204.1,202341.8,131859.1,12.39,241,144,97,4416.62,2815,131859.10000000003,12.388057177484137
2020-09-14,2020,Q3,Sep,P1004,Headphones,Accessories,West,255,347565,351594,223949.8,62457.36,65186.84,18.54,326,120,206,1078.51,5732,65186.84000000001,18.540373271443773
2019-10-27,2019,Q4,Oct,P1001,Mobile,Electronics,South,99,187902,197288,126101.2,26600.88,44585.92,22.6,2720,1289,1431,72.53,5067,44585.92,22.599407972101698
2021-05-21,2021,Q2,May,P1005,Smartwatch,Accessories,South,321,390015,414117,250064.6,77823.56,86228.89,20.82,1971,1119,852,210.11,6807,86228.84,20.822337648538937
2020-07-15,2020,Q3,Jul,P1003,Tablet,Electronics,North,101,174528,194538,135220.9,28819.96,30497.17,15.68,1960,1133,827,99.25,5391,30497.140000000007,15.67670069600798
2020-01-29,2020,Q1,Jan,P1001,Mobile,Electronics,North,407,392755,397542,274537.1,71309.76,51695.16,13.0,1841,485,1356,215.94,4202,51695.14000000003,13.003692691589826
2019-05-11,2019,Q2,May,P1005,Smartwatch,Accessories,South,694,814756,831221,593106.3,81485.01,156629.7,18.84,3960,1113,2847,209.9,343,156629.68999999994,18.843326864937236
2024-11-25,2024,Q4,Nov,P1004,Headphones,Accessories,North,290,537080,555003,352125.9,55890.43,146986.6,26.48,3361,1247,2114,165.13,3345,146986.66999999998,26.48394152824399
2022-10-23,2022,Q4,Oct,P1004,Headphones,Accessories,South,604,889692,901562,632510.3,108527.1,160524.6,17.81,2352,729,1623,383.32,891,160524.59999999995,17.805164813956218
2021-06-03,2021,Q2,Jun,P1002,Laptop,Electronics,North,86,119540,143390,93027.74,30436.72,19925.55,13.9,1342,343,999,106.85,2307,19925.539999999994,13.8960457493549
2020-05-24,2020,Q2,May,P1002,Laptop,Electronics,North,352,544192,553376,316099.8,47494.91,189781.3,34.3,1186,535,651,466.59,2480,189781.29,34.295179046434974
2020-12-31,2020,Q4,Dec,P1005,Smartwatch,Accessories,North,535,676240,686149,394421.6,134483.2,157244.2,22.92,2357,1013,1344,291.11,386,157244.2,22.91691746253365
2024-01-06,2024,Q1,Jan,P1003,Tablet,Electronics,South,193,348558,352762,239774.0,48408.96,64579.08,18.31,2202,1008,1194,160.2,3537,64579.04,18.306688362125172
2024-01-21,2024,Q1,Jan,P1001,Mobile,Electronics,East,377,567385,581891,362166.6,96140.46,123583.9,21.24,3279,1176,2103,177.46,1939,123583.94000000002,21.2383315775635
2019-09-06,2019,Q3,Sep,P1002,Laptop,Electronics,South,312,544128,564993,392835.3,114969.4,57188.27,10.12,1132,351,781,499.11,2264,57188.30000000002,10.12194841352017
2020-01-01,2020,Q1,Jan,P1004,Headphones,Accessories,West,465,1006260,1021015,594567.6,204361.5,222085.9,21.75,1861,1115,746,548.64,4179,222085.90000000002,21.751482593301766
2020-10-25,2020,Q4,Oct,P1001,Mobile,Electronics,North,795,1688580,1708026,1155415.0,209534.7,343076.8,20.09,2208,585,1623,773.56,6765,343076.3,20.086128665488697
2020-08-09,2020,Q3,Aug,P1005,Smartwatch,Accessories,West,752,781328,799778,575033.1,92798.52,131946.4,16.5,3510,1604,1906,227.86,2042,131946.38,16.49787566049579
2023-03-01,2023,Q1,Mar,P1005,Smartwatch,Accessories,West,262,545222,568986,385840.3,120121.4,63024.32,11.08,483,228,255,1178.02,5966,63024.30000000002,11.076599424238912
2021-07-10,2021,Q3,Jul,P1001,Mobile,Electronics,North,633,1314741,1332616,806127.0,127738.2,398750.8,29.92,1471,430,1041,905.93,5202,398750.8,29.922408255641535
2022-08-01,2022,Q3,Aug,P1005,Smartwatch,Accessories,North,541,813664,830904,553108.4,138827.2,138968.5,16.72,1183,526,657,702.37,5297,138968.39999999997,16.72496461685104
2023-01-08,2023,Q1,Jan,P1004,Headphones,Accessories,South,321,365298,383633,232568.4,30870.0,120194.6,31.33,2515,782,1733,152.54,3884,120194.6,31.33062067131868
2019-01-12,2019,Q1,Jan,P1003,Tablet,Electronics,South,411,492378,510569,301613.3,103512.7,105442.9,20.65,3480,1008,2472,146.72,3634,105443.00000000001,20.652056822878006
2024-02-06,2024,Q1,Feb,P1005,Smartwatch,Accessories,West,155,280550,291498,189345.7,34171.14,67981.18,23.32,3006,856,2150,96.97,3135,67981.15999999999,23.321312667668384
2020-08-13,2020,Q3,Aug,P1003,Tablet,Electronics,East,773,1411498,1431954,918259.5,184643.6,329050.8,22.98,2181,671,1510,656.56,5665,329050.9,22.979152961617483
2019-05-07,2019,Q2,May,P1003,Tablet,Electronics,West,420,827820,842275,584639.5,128206.4,129429.1,15.37,799,410,389,1054.16,667,129429.1,15.36660829301594
2023-08-20,2023,Q3,Aug,P1005,Smartwatch,Accessories,South,209,362615,382981,212269.2,62060.79,108651.0,28.37,1720,576,1144,222.66,3322,108651.00999999998,28.369817301641593
2022-05-01,2022,Q2,May,P1004,Headphones,Accessories,North,189,288414,303111,215020.6,25598.76,62491.63,20.62,3254,1623,1631,93.15,6574,62491.64,20.61675095921956
2021-06-03,2021,Q2,Jun,P1001,Mobile,Electronics,South,763,833196,838110,555451.1,177418.2,105240.7,12.56,2159,1040,1119,388.19,3124,105240.70000000001,12.556907804464808
2020-01-04,2020,Q1,Jan,P1005,Smartwatch,Accessories,North,101,105747,125448,80190.01,21883.1,23374.89,18.63,3435,1817,1618,36.52,1813,23374.890000000007,18.633130859001344
2024-02-14,2024,Q1,Feb,P1001,Mobile,Electronics,East,254,392176,396234,259505.9,75939.78,60788.36,15.34,438,254,184,904.64,2877,60788.32000000001,15.341520414704442
2019-03-31,2019,Q1,Mar,P1004,Headphones,Accessories,West,394,436158,443279,315328.3,80923.96,47026.79,10.61,269,77,192,1647.88,1179,47026.740000000005,10.60883551893954
2024-05-17,2024,Q2,May,P1001,Mobile,Electronics,East,41,46658,67859,46907.63,13926.48,7024.9,10.35,2947,1270,1677,23.03,4946,7024.890000000003,10.352186150694829
2022-04-28,2022,Q2,Apr,P1005,Smartwatch,Accessories,West,756,1554336,1566891,1062677.0,322588.8,181625.1,11.59,2832,776,2056,553.28,1661,181625.2,11.59143807705833
2022-01-02,2022,Q1,Jan,P1003,Tablet,Electronics,South,594,863676,874738,488675.3,96588.92,289473.8,33.09,2375,1130,1245,368.31,6835,289473.78,33.09262659219104
2024-11-04,2024,Q4,Nov,P1001,Mobile,Electronics,West,762,723138,734908,448676.6,157148.0,129083.5,17.56,3926,2256,1670,187.19,6914,129083.40000000002,17.564565904847957
2020-03-27,2020,Q1,Mar,P1004,Headphones,Accessories,South,375,781500,787394,556094.5,142142.6,89156.84,11.32,3214,1888,1326,244.99,5315,89156.9,11.32303522759889
2023-11-19,2023,Q4,Nov,P1005,Smartwatch,Accessories,East,395,691250,699735,499820.4,109100.8,90813.88,12.98,694,395,299,1008.26,3554,90813.79999999997,12.978313218575598
2024-11-26,2024,Q4,Nov,P1002,Laptop,Electronics,East,662,1047946,1054741,620026.1,120164.1,314550.9,29.82,2655,885,1770,397.27,6402,314550.80000000005,29.822563074726403
2019-08-17,2019,Q3,Aug,P1005,Smartwatch,Accessories,West,368,350704,359095,225401.2,67739.76,65954.04,18.37,3231,928,2303,111.14,3707,65954.04,18.366738606775364
2021-10-04,2021,Q4,Oct,P1003,Tablet,Electronics,South,339,667830,677712,428308.9,117525.8,131877.3,19.46,1646,597,1049,411.73,3264,131877.3,19.459195056307102
2021-12-25,2021,Q4,Dec,P1004,Headphones,Accessories,West,249,309756,332181,200323.1,52306.14,79551.78,23.95,3004,953,2051,110.58,6579,79551.76,23.94831733302025
2021-04-08,2021,Q2,Apr,P1005,Smartwatch,Accessories,South,348,399156,409210,278194.2,89249.04,41766.8,10.21,729,319,410,561.33,2398,41766.759999999995,10.206681166149409
2023-04-24,2023,Q2,Apr,P1005,Smartwatch,Accessories,North,155,307520,326263,227463.6,36081.37,62718.07,19.22,470,138,332,694.18,3908,62718.02999999999,19.223151261405675
2021-12-08,2021,Q4,Dec,P1003,Tablet,Electronics,East,494,819546,838863,590479.4,73160.36,175223.2,20.89,579,313,266,1448.81,6532,175223.24,20.888183171745563
2020-09-10,2020,Q3,Sep,P1001,Mobile,Electronics,West,116,238844,254821,168004.2,35951.44,50865.37,19.96,2076,1148,928,122.75,541,50865.359999999986,19.96121198802296
2020-09-01,2020,Q3,Sep,P1002,Laptop,Electronics,South,204,259896,280817,177667.0,52480.64,50669.33,18.04,3360,1826,1534,83.58,3341,50669.36,18.043551494389583
2022-02-26,2022,Q1,Feb,P1002,Laptop,Electronics,East,300,627000,642954,460101.0,65729.13,117123.9,18.22,1902,995,907,338.04,5646,117123.87,18.21652404371075
2021-06-07,2021,Q2,Jun,P1003,Tablet,Electronics,South,136,282608,288693,165012.0,44337.33,79343.68,27.48,1109,545,564,260.32,1567,79343.67,27.483752636884162
2023-01-22,2023,Q1,Jan,P1002,Laptop,Electronics,North,99,123156,145598,81365.68,19305.47,44926.85,30.86,1954,499,1455,74.51,3408,44926.850000000006,30.85677687880328
2020-04-23,2020,Q2,Apr,P1001,Mobile,Electronics,South,634,777918,788231,559222.0,67401.22,161607.7,20.5,955,404,551,825.37,3320,161607.78,20.50259124545977
2021-07-04,2021,Q3,Jul,P1002,Laptop,Electronics,East,534,1008726,1033443,706497.9,130073.3,196871.9,19.05,3593,1881,1712,287.63,2799,196871.8,19.05008791002503
2022-05-16,2022,Q2,May,P1003,Tablet,Electronics,North,182,270816,280554,186740.8,60961.46,32851.76,11.71,3668,1369,2299,76.49,4089,32851.74000000001,11.709596013601665
2024-10-11,2024,Q4,Oct,P1002,Laptop,Electronics,South,433,752121,763667,546102.1,122223.9,95341.01,12.48,3800,1885,1915,200.97,2771,95341.00000000003,12.484630080912233
2020-08-28,2020,Q3,Aug,P1005,Smartwatch,Accessories,South,189,285579,298373,189300.4,52434.57,56638.01,18.98,3648,1534,2114,81.79,6928,56638.030000000006,18.982290622811046
2021-07-26,2021,Q3,Jul,P1003,Tablet,Electronics,South,695,1263510,1268467,847970.3,195473.1,225023.6,17.74,718,351,367,1766.67,2192,225023.59999999995,17.739807184577916
2022-11-16,2022,Q4,Nov,P1002,Laptop,Electronics,East,403,609336,614867,394568.2,112578.0,107720.8,17.52,2809,1320,1489,218.89,539,107720.79999999999,17.519365976707153
2021-02-10,2021,Q1,Feb,P1001,Mobile,Electronics,West,619,1082012,1092890,642840.4,160114.4,289935.3,26.53,3621,2063,1558,301.82,1858,289935.19999999995,26.529220690096896
2019-11-12,2019,Q4,Nov,P1005,Smartwatch,Accessories,North,728,1200472,1206125,748473.0,116842.9,340809.1,28.26,2915,955,1960,413.77,3133,340809.1,28.256532283138146
2022-05-21,2022,Q2,May,P1003,Tablet,Electronics,South,635,685165,702570,438053.0,127504.1,137013.0,19.5,3524,1510,2014,199.37,331,137012.9,19.501672431216818
2021-06-17,2021,Q2,Jun,P1003,Tablet,Electronics,South,389,645351,661215,381924.3,126123.2,153167.5,23.16,3163,1617,1546,209.05,2105,153167.5,23.16455313324713
2023-07-10,2023,Q3,Jul,P1001,Mobile,Electronics,South,111,177045,191309,117641.9,22823.0,50844.14,26.58,2056,904,1152,93.05,6195,50844.100000000006,26.576951424135824
2021-08-25,2021,Q3,Aug,P1002,Laptop,Electronics,East,206,286340,303479,171837.8,59775.83,71865.32,23.68,1800,901,899,168.6,6007,71865.37000000001,23.680508371254685
2020-01-27,2020,Q1,Jan,P1002,Laptop,Electronics,North,595,541450,551270,388319.4,62905.19,100045.5,18.15,2400,1016,1384,229.7,6651,100045.40999999997,18.14816877392203
2020-05-12,2020,Q2,May,P1002,Laptop,Electronics,East,111,154068,163049,113361.1,30462.54,19225.4,11.79,2816,1419,1397,57.9,6696,19225.359999999993,11.791154806223892
2022-06-23,2022,Q2,Jun,P1003,Tablet,Electronics,East,598,659594,676874,412709.5,130154.6,134009.9,19.8,1569,839,730,431.4,2365,134009.9,19.79835242600543
2019-01-25,2019,Q1,Jan,P1005,Smartwatch,Accessories,West,366,337086,352737,195860.7,43208.15,113668.2,32.22,2926,771,2155,120.55,3576,113668.15,32.224617774716
2022-09-01,2022,Q3,Sep,P1003,Tablet,Electronics,West,696,966744,973618,690128.7,192613.7,90875.59,9.33,2257,723,1534,431.38,3986,90875.60000000003,9.333804428430867
2019-03-11,2019,Q1,Mar,P1002,Laptop,Electronics,North,387,382743,395490,266426.9,37565.61,91497.54,23.14,1178,328,850,335.73,1431,91497.48999999998,23.135222129510222
2020-04-18,2020,Q2,Apr,P1001,Mobile,Electronics,South,231,432432,443821,283735.2,81835.04,78250.77,17.63,308,152,156,1440.98,1897,78250.76,17.63115310001104
2021-02-01,2021,Q1,Feb,P1003,Tablet,Electronics,South,367,591237,601481,341939.0,95975.21,163566.8,27.19,3741,1273,2468,160.78,4743,163566.78999999998,27.19400779076978
2021-11-13,2021,Q4,Nov,P1001,Mobile,Electronics,West,429,656799,677302,385191.4,122127.1,169983.5,25.1,2507,1002,1505,270.16,1298,169983.49999999997,25.097150163442596
2020-02-27,2020,Q1,Feb,P1004,Headphones,Accessories,East,269,545532,557354,338587.7,108462.5,110303.9,19.79,693,205,488,804.26,468,110303.79999999999,19.79061781201893
2021-08-10,2021,Q3,Aug,P1001,Mobile,Electronics,South,320,664320,679989,436235.1,143262.4,100491.5,14.78,1288,747,541,527.94,5759,100491.50000000003,14.778400827072208
2021-04-04,2021,Q2,Apr,P1001,Mobile,Electronics,South,280,539560,556563,313444.8,113636.4,129481.7,23.26,2337,1235,1102,238.15,6013,129481.80000000002,23.264536090253937
2024-05-07,2024,Q2,May,P1004,Headphones,Accessories,West,128,219776,227202,131031.0,22494.78,73676.27,32.43,1252,472,780,181.47,515,73676.22,32.42762827792009
2024-04-10,2024,Q2,Apr,P1001,Mobile,Electronics,East,682,946616,955254,652036.9,79955.59,223261.5,23.37,3278,1423,1855,291.41,6536,223261.50999999998,23.371952381251475
2020-12-06,2020,Q4,Dec,P1003,Tablet,Electronics,West,530,909480,917082,522205.9,83820.45,311055.7,33.92,1718,623,1095,533.81,3801,311055.64999999997,33.91797570991471
2022-01-12,2022,Q1,Jan,P1001,Mobile,Electronics,South,544,496672,510499,312050.4,75687.85,122760.8,24.05,3661,2185,1476,139.44,4159,122760.74999999997,24.047206752608716
2021-11-07,2021,Q4,Nov,P1002,Laptop,Electronics,East,785,1449110,1463530,878193.0,137282.4,448054.5,30.61,3975,1564,2411,368.18,1207,448054.6,30.614650878355754
2024-11-18,2024,Q4,Nov,P1004,Headphones,Accessories,North,114,152988,177489,121941.0,34686.26,20861.7,11.75,710,423,287,249.98,1082,20861.739999999998,11.75382136357746
2021-11-27,2021,Q4,Nov,P1004,Headphones,Accessories,South,119,231336,250207,148436.7,21006.75,80763.58,32.28,1038,509,529,241.05,376,80763.54999999999,32.27869324199562
2019-06-03,2019,Q2,Jun,P1003,Tablet,Electronics,West,41,40344,46504,30490.33,6415.88,9597.79,20.64,3478,891,2587,13.37,4492,9597.789999999997,20.638633235850673
2024-01-21,2024,Q1,Jan,P1005,Smartwatch,Accessories,West,420,704760,718103,420057.5,116316.8,181728.7,25.31,418,110,308,1717.95,4251,181728.7,25.306773540843032
2022-09-11,2022,Q3,Sep,P1004,Headphones,Accessories,South,95,150575,157784,104526.1,15014.1,38243.83,24.24,3169,1666,1503,49.79,6166,38243.799999999996,24.23807230137403
2023-03-12,2023,Q1,Mar,P1004,Headphones,Accessories,East,422,649458,673877,435200.1,79666.29,159010.6,23.6,3161,1633,1528,213.18,5009,159010.61000000004,23.596384800193515
2020-08-28,2020,Q3,Aug,P1001,Mobile,Electronics,East,324,708588,722934,473385.9,135975.5,113572.6,15.71,869,358,511,831.91,913,113572.59999999998,15.709954159024194
2021-02-26,2021,Q1,Feb,P1005,Smartwatch,Accessories,West,759,1442100,1460556,812695.6,202841.1,445019.3,30.47,446,139,307,3274.79,5042,445019.30000000005,30.46917064460384
2020-11-11,2020,Q4,Nov,P1004,Headphones,Accessories,South,158,232418,250637,163316.1,43021.24,44299.69,17.67,1142,328,814,219.47,2685,44299.659999999996,17.674828536888008
2024-12-20,2024,Q4,Dec,P1004,Headphones,Accessories,West,246,361128,370380,229506.7,45650.08,95223.23,25.71,3168,1146,2022,116.91,4574,95223.21999999999,25.70960095037529
2022-05-09,2022,Q2,May,P1002,Laptop,Electronics,South,355,439845,453615,312034.8,98155.92,43424.32,9.57,3151,1189,1962,143.96,4162,43424.28000000001,9.572937402863666
2020-10-03,2020,Q4,Oct,P1005,Smartwatch,Accessories,North,370,348170,354433,227359.8,32886.95,94186.27,26.57,1290,526,764,274.75,5258,94186.25000000001,26.57378122240311
2023-12-04,2023,Q4,Dec,P1005,Smartwatch,Accessories,West,474,599610,624390,389698.8,126326.0,108365.2,17.36,1565,503,1062,398.97,4722,108365.20000000001,17.355370841941735
2022-09-21,2022,Q3,Sep,P1003,Tablet,Electronics,West,588,800268,823857,468203.6,179315.9,176337.5,21.4,216,60,156,3814.15,1899,176337.50000000003,21.403896550008074
2024-07-15,2024,Q3,Jul,P1003,Tablet,Electronics,West,794,1108424,1126620,752524.9,228200.5,145894.6,12.95,3669,1060,2609,307.06,2894,145894.59999999998,12.94976123271378
2019-10-18,2019,Q4,Oct,P1001,Mobile,Electronics,North,314,382138,394312,267993.0,47162.34,79156.68,20.07,2073,884,1189,190.21,5087,79156.66,20.074626184341334
2019-04-05,2019,Q2,Apr,P1002,Laptop,Electronics,North,654,888132,906867,605242.9,176037.1,125587.1,13.85,1619,435,1184,560.14,1440,125586.99999999997,13.84844745701409
2022-10-24,2022,Q4,Oct,P1003,Tablet,Electronics,South,156,195624,217898,129706.0,23344.34,64847.67,29.76,3976,2163,1813,54.8,3828,64847.66,29.760557692131183
2020-06-28,2020,Q2,Jun,P1001,Mobile,Electronics,South,170,257040,276416,166653.4,32100.79,77661.8,28.1,3429,1856,1573,80.61,2940,77661.81,28.09598937832832
2019-11-30,2019,Q4,Nov,P1001,Mobile,Electronics,South,439,820930,840043,555974.6,85260.0,198808.4,23.67,1134,561,573,740.78,1607,198808.40000000002,23.666455169556798
2023-07-21,2023,Q3,Jul,P1003,Tablet,Electronics,West,148,197136,208809,146777.4,19790.9,42240.67,20.23,656,351,305,318.31,754,42240.700000000004,20.229348351843075
2019-04-17,2019,Q2,Apr,P1001,Mobile,Electronics,North,131,136371,145064,100635.5,17496.13,26932.37,18.57,2450,787,1663,59.21,5793,26932.37,18.565853692163458
2023-08-08,2023,Q3,Aug,P1003,Tablet,Electronics,East,712,1090784,1101567,699092.1,108740.9,293734.0,26.67,834,208,626,1320.82,1026,293734.0,26.665105254605486
2023-01-17,2023,Q1,Jan,P1005,Smartwatch,Accessories,East,264,549912,564122,401195.4,79892.43,83034.19,14.72,1434,801,633,393.39,424,83034.16999999998,14.71918662984248
2024-02-20,2024,Q1,Feb,P1004,Headphones,Accessories,North,529,949026,959872,667162.6,161267.2,131442.2,13.69,2468,641,1827,388.93,6449,131442.2,13.693721662888386
2020-12-14,2020,Q4,Dec,P1002,Laptop,Electronics,East,171,297711,321030,181467.7,59563.15,79999.19,24.92,3871,1232,2639,82.93,6320,79999.15,24.919524655016666
2024-12-08,2024,Q4,Dec,P1001,Mobile,Electronics,East,500,943500,949432,544370.1,101442.8,303619.2,31.98,292,80,212,3251.48,4489,303619.10000000003,31.97902535410646
2020-01-19,2020,Q1,Jan,P1003,Tablet,Electronics,West,611,720369,742113,441828.6,144291.3,155993.0,21.02,221,62,159,3357.98,649,155993.10000000003,21.02012766249884
2022-07-27,2022,Q3,Jul,P1003,Tablet,Electronics,West,760,1010800,1034984,649355.7,123020.1,262608.2,25.37,2456,938,1518,421.41,1664,262608.20000000007,25.373165189027088
2020-03-04,2020,Q1,Mar,P1003,Tablet,Electronics,North,756,698544,708665,444756.6,75027.17,188881.3,26.65,2535,764,1771,279.55,2953,188881.23000000004,26.653105487077823
2023-09-12,2023,Q3,Sep,P1003,Tablet,Electronics,East,556,904612,910505,514201.3,192758.3,203545.4,22.36,3124,1460,1664,291.45,1617,203545.40000000002,22.3552204545829
2024-01-19,2024,Q1,Jan,P1004,Headphones,Accessories,East,524,1056384,1072133,754277.5,214898.8,102956.8,9.6,3997,1610,2387,268.23,3695,102956.70000000001,9.602978361826379
2023-01-06,2023,Q1,Jan,P1003,Tablet,Electronics,South,651,1059828,1075181,686192.0,123816.0,265173.0,24.66,1679,744,935,640.37,864,265173.0,24.663103235641255
2023-04-14,2023,Q2,Apr,P1004,Headphones,Accessories,North,710,649650,653848,372635.5,104348.8,176863.7,27.05,262,124,138,2495.6,3823,176863.7,27.04966597741371
2021-10-25,2021,Q4,Oct,P1002,Laptop,Electronics,East,684,928872,942061,678128.4,168212.2,95720.42,10.16,1175,372,803,801.75,2159,95720.39999999997,10.160743306431321
2020-05-31,2020,Q2,May,P1001,Mobile,Electronics,South,161,331338,350250,230642.2,61662.59,57945.24,16.54,615,338,277,569.51,6738,57945.20999999999,16.543957173447534
2021-05-19,2021,Q2,May,P1005,Smartwatch,Accessories,East,746,1345038,1355733,908582.9,222183.0,224967.1,16.59,184,102,82,7368.11,1347,224967.09999999998,16.593761455979898
2020-03-17,2020,Q1,Mar,P1005,Smartwatch,Accessories,South,579,870237,878128,545950.8,128165.5,204011.7,23.23,982,556,426,894.22,2580,204011.69999999995,23.23256973926352
2023-05-22,2023,Q2,May,P1004,Headphones,Accessories,South,534,523320,530060,358230.4,51516.23,120313.4,22.7,286,129,157,1853.36,6109,120313.36999999997,22.698066256650186
2019-09-18,2019,Q3,Sep,P1002,Laptop,Electronics,North,54,81216,96508,66775.17,17186.32,12546.51,13.0,2487,1087,1400,38.8,4852,12546.510000000002,13.00048700625855
2022-05-06,2022,Q2,May,P1002,Laptop,Electronics,West,454,582028,588941,385685.7,111297.2,91958.15,15.61,1012,423,589,581.96,2982,91958.09999999999,15.614144710590702
2021-11-21,2021,Q4,Nov,P1001,Mobile,Electronics,North,619,1137722,1153314,647976.5,181133.8,324203.8,28.11,180,66,114,6407.3,4727,324203.7,28.110618617306304
2021-11-18,2021,Q4,Nov,P1003,Tablet,Electronics,North,554,952326,958953,589096.8,142572.2,227284.0,23.7,2505,925,1580,382.82,2032,227283.99999999994,23.701265859744943
2023-10-07,2023,Q4,Oct,P1002,Laptop,Electronics,West,529,788210,811937,466485.1,158610.3,186841.6,23.01,2423,675,1748,335.1,1833,186841.60000000003,23.01183466204891
2020-12-19,2020,Q4,Dec,P1004,Headphones,Accessories,North,776,782984,798436,531290.1,147039.4,120106.5,15.04,709,268,441,1126.14,2106,120106.50000000003,15.042721019593309
2021-03-05,2021,Q1,Mar,P1003,Tablet,Electronics,East,501,939876,944723,590993.0,127439.2,226290.8,23.95,1028,271,757,918.99,5246,226290.8,23.953137586361294
2019-07-18,2019,Q3,Jul,P1004,Headphones,Accessories,North,296,524512,541584,377248.8,54524.58,109810.6,20.28,588,318,270,921.06,4377,109810.62000000001,20.275824248869984
2023-02-26,2023,Q1,Feb,P1004,Headphones,Accessories,South,341,573562,597786,415080.0,76055.44,106650.6,17.84,3764,1640,2124,158.82,4137,106650.56,17.84092635157063
2022-12-23,2022,Q4,Dec,P1002,Laptop,Electronics,South,388,770180,774948,540086.9,138889.5,95971.56,12.38,2106,1101,1005,367.97,3359,95971.59999999998,12.384263202176143
2024-05-13,2024,Q2,May,P1005,Smartwatch,Accessories,North,616,1338568,1360640,815431.1,275532.7,269676.2,19.82,2789,951,1838,487.86,5475,269676.2,19.819805385700846
2023-03-19,2023,Q1,Mar,P1005,Smartwatch,Accessories,South,299,604279,617978,393501.9,62248.78,162227.3,26.25,2351,645,1706,262.86,5783,162227.31999999998,26.251309917181516
2020-02-26,2020,Q1,Feb,P1004,Headphones,Accessories,West,348,515040,523655,328595.0,60885.63,134174.4,25.62,3524,1005,2519,148.6,5321,134174.37,25.622665686377484
2021-05-30,2021,Q2,May,P1004,Headphones,Accessories,East,251,390556,402760,280645.5,82140.62,39973.91,9.92,2751,1156,1595,146.4,6361,39973.880000000005,9.924987585658956
2020-04-15,2020,Q2,Apr,P1005,Smartwatch,Accessories,West,55,63415,86929,49692.66,11238.08,25998.26,29.91,3515,1607,1908,24.73,657,25998.259999999995,29.90746471258153
2024-04-18,2024,Q2,Apr,P1005,Smartwatch,Accessories,South,114,113886,118701,75042.88,16033.81,27624.3,23.27,2379,1261,1118,49.9,787,27624.309999999998,23.27217967835149
2023-04-17,2023,Q2,Apr,P1001,Mobile,Electronics,West,203,238728,261951,180892.2,57173.04,23885.78,9.12,2899,803,2096,90.36,2198,23885.759999999987,9.118407641123717
2021-12-10,2021,Q4,Dec,P1001,Mobile,Electronics,West,255,263670,277129,182340.9,45512.4,49275.69,17.78,2827,1074,1753,98.03,1121,49275.700000000004,17.780780791616902
2023-03-05,2023,Q1,Mar,P1004,Headphones,Accessories,South,56,57848,81774,54661.09,13899.19,13213.72,16.16,1355,694,661,60.35,6661,13213.720000000003,16.15882798933647
2022-10-13,2022,Q4,Oct,P1001,Mobile,Electronics,South,743,1150164,1167343,763847.1,186105.7,217390.2,18.62,964,572,392,1210.94,3341,217390.2,18.62264989810193
2019-05-26,2019,Q2,May,P1005,Smartwatch,Accessories,East,130,183820,197251,118976.7,16471.1,61803.15,31.33,3661,1289,2372,53.88,3651,61803.200000000004,31.332261940370394
2019-02-19,2019,Q1,Feb,P1004,Headphones,Accessories,East,774,887778,901812,597148.3,125992.1,178671.7,19.81,350,156,194,2576.61,3081,178671.59999999995,19.812510811566042
2020-03-04,2020,Q1,Mar,P1004,Headphones,Accessories,East,252,385056,393854,267473.3,58919.5,67461.17,17.13,3018,1094,1924,130.5,3751,67461.20000000001,17.128479081080812
2020-02-05,2020,Q1,Feb,P1003,Tablet,Electronics,West,277,563141,576529,330447.8,78534.39,167546.8,29.06,2911,1675,1236,198.05,5066,167546.81,29.061297870532098
2024-08-10,2024,Q3,Aug,P1004,Headphones,Accessories,South,617,1326550,1337924,814923.5,264299.4,258701.2,19.34,3351,1933,1418,399.26,4653,258701.09999999998,19.336008622313372
2022-01-26,2022,Q1,Jan,P1002,Laptop,Electronics,East,383,685570,691436,416340.2,145169.9,129925.9,18.79,1442,756,686,479.5,4305,129925.9,18.7907340664935
2019-11-18,2019,Q4,Nov,P1003,Tablet,Electronics,South,537,958008,982196,706350.5,81445.45,194400.1,19.79,653,202,451,1504.13,2168,194400.05,19.7923886882048
